Feeder,Inventory,Blackout_count,Age,City,Inventory_Blackout_count,Inventory_Blackout_mean,Diff,Customer_count,Duration
TAN334-A,TAN334,11,31,ZONGULDAK,15,5,6,91,1.340883838
TAN334-C,TAN334,2,31,ZONGULDAK,15,5,-3,42,3.626111111
TAN334-D,TAN334,2,31,ZONGULDAK,15,5,-3,46.5,3.504861111
TAN335-A,TAN335,14,10,ZONGULDAK,39,9.75,4.25,58.78571429,3.015456349
TAN335-B,TAN335,11,10,ZONGULDAK,39,9.75,1.25,34.63636364,2.916161616
TAN335-C,TAN335,12,10,ZONGULDAK,39,9.75,2.25,14.33333333,2.060208333
TAN335-D,TAN335,2,10,ZONGULDAK,39,9.75,-7.75,32,2.727361111
TAN336-A,TAN336,4,22,ZONGULDAK,7,2.333333333,1.666666667,56.5,0.555833333
TAN336-B,TAN336,2,22,ZONGULDAK,7,2.333333333,-0.333333333,35,5.354583333
TAN336-C,TAN336,1,22,ZONGULDAK,7,2.333333333,-1.333333333,18,6.420555555
TAN337-A,TAN337,28,46,ZONGULDAK,74,12.33333333,15.66666667,197.6071429,2.239007936
TAN337-B,TAN337,1,46,ZONGULDAK,74,12.33333333,-11.33333333,1,2.648611111
TAN337-C,TAN337,8,46,ZONGULDAK,74,12.33333333,-4.333333333,85.25,3.670520833
TAN337-D,TAN337,5,46,ZONGULDAK,74,12.33333333,-7.333333333,7.8,1.866444444
TAN337-E,TAN337,26,46,ZONGULDAK,74,12.33333333,13.66666667,105.8846154,1.746901709
TAN337-F,TAN337,6,46,ZONGULDAK,74,12.33333333,-6.333333333,42,2.028101852
TAN338-A,TAN338,8,35,ZONGULDAK,19,6.333333333,1.666666667,47.375,1.855138888
TAN338-B,TAN338,7,35,ZONGULDAK,19,6.333333333,0.666666667,44.71428571,3.376785714
TAN338-C,TAN338,4,35,ZONGULDAK,19,6.333333333,-2.333333333,37,1.399444444
TAN340-A,TAN340,8,22,ZONGULDAK,16,5.333333333,2.666666667,153.875,1.262569444
TAN340-B,TAN340,6,22,ZONGULDAK,16,5.333333333,0.666666667,67.33333333,2.51162037
TAN340-C,TAN340,2,22,ZONGULDAK,16,5.333333333,-3.333333333,43.5,1.6425
TAN341-A,TAN341,18,13,ZONGULDAK,27,6.75,11.25,89.22222222,2.261280864
TAN341-B,TAN341,3,13,ZONGULDAK,27,6.75,-3.75,16,1.28824074
TAN341-C,TAN341,4,13,ZONGULDAK,27,6.75,-2.75,9.5,1.675486111
TAN341-D,TAN341,2,13,ZONGULDAK,27,6.75,-4.75,73.5,1.733194444
TAN342-A,TAN342,13,35,ZONGULDAK,33,11,2,104.7692308,2.114252136
TAN342-B,TAN342,5,35,ZONGULDAK,33,11,-6,84,1.833944444
TAN342-D,TAN342,15,35,ZONGULDAK,33,11,4,70.93333333,2.597685185
TAN343-A,TAN343,24,9,ZONGULDAK,40,13.33333333,10.66666667,112.125,2.902951389
TAN343-C,TAN343,6,9,ZONGULDAK,40,13.33333333,-7.333333333,43,2.886342593
TAN343-D,TAN343,10,9,ZONGULDAK,40,13.33333333,-3.333333333,127.3,3.166222222
TAN344-A,TAN344,13,27,ZONGULDAK,43,14.33333333,-1.333333333,99.07692308,2.637970085
TAN344-B,TAN344,23,27,ZONGULDAK,43,14.33333333,8.666666667,51.95652174,1.539963768
TAN344-D,TAN344,7,27,ZONGULDAK,43,14.33333333,-7.333333333,54.42857143,3.530912698
TAN345-A,TAN345,7,17,ZONGULDAK,7,7,0,35.28571429,2.536507936
TAN347-A,TAN347,12,25,ZONGULDAK,22,7.333333333,4.666666667,69.75,1.944398148
TAN347-B,TAN347,6,25,ZONGULDAK,22,7.333333333,-1.333333333,42,2.498055555
TAN347-C,TAN347,4,25,ZONGULDAK,22,7.333333333,-3.333333333,12,2.324444444
TAN349-A,TAN349,3,38,ZONGULDAK,7,1.75,1.25,204,0.686018518
TAN349-D,TAN349,1,38,ZONGULDAK,7,1.75,-0.75,64,0.769166666
TAN349-F,TAN349,2,38,ZONGULDAK,7,1.75,0.25,80,1.756666666
TAN349-G,TAN349,1,38,ZONGULDAK,7,1.75,-0.75,52,0.6575
TAN350-A,TAN350,5,9,ZONGULDAK,8,4,1,49.2,1.191444444
TAN350-D,TAN350,3,9,ZONGULDAK,8,4,-1,54.66666667,0.806759259
TAN351-A,TAN351,11,12,ZONGULDAK,19,4.75,6.25,198.8181818,1.100050505
TAN351-D,TAN351,3,12,ZONGULDAK,19,4.75,-1.75,89.33333333,3.499722222
TAN351-F,TAN351,4,12,ZONGULDAK,19,4.75,-0.75,81.25,5.532013889
TAN351-G,TAN351,1,12,ZONGULDAK,19,4.75,-3.75,34,4.381111111
TAN352-A,TAN352,6,46,ZONGULDAK,9,3,3,61.66666667,2.028518518
TAN352-B,TAN352,2,46,ZONGULDAK,9,3,-1,35,1.305416667
TAN352-C,TAN352,1,46,ZONGULDAK,9,3,-2,26,2.072777777
TAN353-A,TAN353,1,34,ZONGULDAK,12,4,-3,65,0.820555555
TAN353-C,TAN353,2,34,ZONGULDAK,12,4,-2,13,1.681111111
TAN353-D,TAN353,9,34,ZONGULDAK,12,4,5,31,2.079351852
TAN354-A,TAN354,14,49,ZONGULDAK,25,6.25,7.75,161.1428571,1.307678571
TAN354-B,TAN354,6,49,ZONGULDAK,25,6.25,-0.25,80.33333333,1.797731481
TAN354-C,TAN354,2,49,ZONGULDAK,25,6.25,-4.25,48,1.348055556
TAN354-D,TAN354,3,49,ZONGULDAK,25,6.25,-3.25,42,1.967314814
TAN355-A,TAN355,8,33,ZONGULDAK,12,3,5,70.5,1.631631944
TAN355-B,TAN355,1,33,ZONGULDAK,12,3,-2,14,0.508611111
TAN355-C,TAN355,2,33,ZONGULDAK,12,3,-1,43,1.458611111
TAN355-D,TAN355,1,33,ZONGULDAK,12,3,-2,12,1.628888888
TAN356-A,TAN356,7,44,ZONGULDAK,11,2.75,4.25,169.1428571,1.791746031
TAN356-B,TAN356,1,44,ZONGULDAK,11,2.75,-1.75,71,2.820555555
TAN356-C,TAN356,1,44,ZONGULDAK,11,2.75,-1.75,58,4.570833333
TAN356-D,TAN356,2,44,ZONGULDAK,11,2.75,-0.75,46,4.322222222
TAN357-A,TAN357,12,55,ZONGULDAK,23,5.75,6.25,96.91666667,1.476435185
TAN357-B,TAN357,8,55,ZONGULDAK,23,5.75,2.25,69.875,4.061041666
TAN357-C,TAN357,2,55,ZONGULDAK,23,5.75,-3.75,30,7.584722222
TAN357-D,TAN357,1,55,ZONGULDAK,23,5.75,-4.75,14,0.375277777
TAN358-A,TAN358,8,52,ZONGULDAK,15,5,3,112.75,3.044652777
TAN358-B,TAN358,4,52,ZONGULDAK,15,5,-1,88.75,2.571597222
TAN358-C,TAN358,3,52,ZONGULDAK,15,5,-2,57.33333333,2.146018518
TAN359-A,TAN359,2,34,ZONGULDAK,2,2,0,12,2.115833333
TAN360-A,TAN360,14,9,ZONGULDAK,19,6.333333333,7.666666667,45.5,13.80503969
TAN360-B,TAN360,1,9,ZONGULDAK,19,6.333333333,-5.333333333,31,1.765
TAN360-C,TAN360,4,9,ZONGULDAK,19,6.333333333,-2.333333333,25,3.570347222
TAN361-4,TAN361,2,31,ZONGULDAK,37,5.285714286,-3.285714286,141,2.519444444
TAN361-5,TAN361,1,31,ZONGULDAK,37,5.285714286,-4.285714286,14258,3.598055555
TAN361-6,TAN361,1,31,ZONGULDAK,37,5.285714286,-4.285714286,253,0.850833333
TAN361-A,TAN361,3,31,ZONGULDAK,37,5.285714286,-2.285714286,103,1.526388888
TAN361-C,TAN361,22,31,ZONGULDAK,37,5.285714286,16.71428571,190.8636364,1.33155303
TAN361-D,TAN361,7,31,ZONGULDAK,37,5.285714286,1.714285714,27.28571429,12.98980159
TAN361-E,TAN361,1,31,ZONGULDAK,37,5.285714286,-4.285714286,6,1.730833333
TAN362-A,TAN362,17,47,ZONGULDAK,37,9.25,7.75,142.3529412,2.261339869
TAN362-B,TAN362,6,47,ZONGULDAK,37,9.25,-3.25,61.16666667,2.807546296
TAN362-C,TAN362,6,47,ZONGULDAK,37,9.25,-3.25,19.33333333,3.750046296
TAN362-D,TAN362,8,47,ZONGULDAK,37,9.25,-1.25,70.5,2.510868055
TAN364-A,TAN364,14,9,ZONGULDAK,31,10.33333333,3.666666667,104.2142857,2.206349206
TAN364-B,TAN364,14,9,ZONGULDAK,31,10.33333333,3.666666667,65.57142857,2.645853174
TAN364-D,TAN364,3,9,ZONGULDAK,31,10.33333333,-7.333333333,40.33333333,1.952962963
TAN366-A,TAN366,8,55,ZONGULDAK,12,4,4,109.375,1.094166666
TAN366-B,TAN366,1,55,ZONGULDAK,12,4,-3,105,0.569166666
TAN366-C,TAN366,3,55,ZONGULDAK,12,4,-1,23,3.896759259
TAN367-A,TAN367,7,25,ZONGULDAK,14,4.666666667,2.333333333,35.14285714,2.621944444
TAN367-C,TAN367,6,25,ZONGULDAK,14,4.666666667,1.333333333,24.16666667,1.48074074
TAN367-D,TAN367,1,25,ZONGULDAK,14,4.666666667,-3.666666667,20,0.121388888
TAN370-A,TAN370,4,47,ZONGULDAK,10,3.333333333,0.666666667,49.25,0.870972222
TAN370-B,TAN370,1,47,ZONGULDAK,10,3.333333333,-2.333333333,16,0.740833333
TAN370-C,TAN370,5,47,ZONGULDAK,10,3.333333333,1.666666667,29.2,2.613444444
TAN371-A,TAN371,11,47,ZONGULDAK,30,10,1,54.72727273,0.671136363
TAN371-C,TAN371,9,47,ZONGULDAK,30,10,-1,20,3.394444444
TAN371-D,TAN371,10,47,ZONGULDAK,30,10,0,39.9,3.880361111
TAN372-A,TAN372,12,46,ZONGULDAK,35,8.75,3.25,113.4166667,1.614606481
TAN372-B,TAN372,7,46,ZONGULDAK,35,8.75,-1.75,48,3.964285714
TAN372-C,TAN372,7,46,ZONGULDAK,35,8.75,-1.75,35.85714286,1.843174603
TAN372-D,TAN372,9,46,ZONGULDAK,35,8.75,0.25,40.22222222,1.82845679
TAN373-1,TAN373,1,18,ZONGULDAK,15,3.75,-2.75,81,5.306666666
TAN373-2,TAN373,1,18,ZONGULDAK,15,3.75,-2.75,85,6.582222222
TAN373-A,TAN373,3,18,ZONGULDAK,15,3.75,-0.75,81,3.241574074
TAN373-D,TAN373,10,18,ZONGULDAK,15,3.75,6.25,83.2,1.612388888
TAN375-A,TAN375,11,29,ZONGULDAK,37,9.25,1.75,98.36363636,2.808080808
TAN375-D,TAN375,1,29,ZONGULDAK,37,9.25,-8.25,14,1.578611111
TAN375-E,TAN375,16,29,ZONGULDAK,37,9.25,6.75,43,1.96828125
TAN375-F,TAN375,9,29,ZONGULDAK,37,9.25,-0.25,67,2.701358024
TAN379-A,TAN379,15,24,ZONGULDAK,46,11.5,3.5,109.7333333,2.741388888
TAN379-B,TAN379,13,24,ZONGULDAK,46,11.5,1.5,56.61538462,1.982499999
TAN379-C,TAN379,15,24,ZONGULDAK,46,11.5,3.5,56.73333333,2.226981481
TAN379-D,TAN379,3,24,ZONGULDAK,46,11.5,-8.5,48,3.046296296
TAN380-A,TAN380,3,31,ZONGULDAK,27,6.75,-3.75,87.33333333,2.372314814
TAN380-B,TAN380,6,31,ZONGULDAK,27,6.75,-0.75,17.33333333,3.993009259
TAN380-C,TAN380,12,31,ZONGULDAK,27,6.75,5.25,62.41666667,2.476273148
TAN380-D,TAN380,6,31,ZONGULDAK,27,6.75,-0.75,7.5,4.192731481
TAN381-A,TAN381,22,44,ZONGULDAK,43,10.75,11.25,52.81818182,2.91330808
TAN381-B,TAN381,5,44,ZONGULDAK,43,10.75,-5.75,19.2,2.364111111
TAN381-C,TAN381,10,44,ZONGULDAK,43,10.75,-0.75,23.1,2.0905
TAN381-D,TAN381,6,44,ZONGULDAK,43,10.75,-4.75,6.333333333,2.282731481
TAN382-A,TAN382,10,27,ZONGULDAK,19,6.333333333,3.666666667,118.5,1.589944444
TAN382-B,TAN382,3,27,ZONGULDAK,19,6.333333333,-3.333333333,95.33333333,2.268425926
TAN382-C,TAN382,6,27,ZONGULDAK,19,6.333333333,-0.333333333,31.33333333,4.914120369
TAN383-A,TAN383,9,46,ZONGULDAK,11,5.5,3.5,78.44444444,1.35669753
TAN383-D,TAN383,2,46,ZONGULDAK,11,5.5,-3.5,76.5,4.603333333
TAN385-A,TAN385,20,28,ZONGULDAK,41,10.25,9.75,174.15,1.478972222
TAN385-B,TAN385,6,28,ZONGULDAK,41,10.25,-4.25,63.33333333,2.233055555
TAN385-C,TAN385,4,28,ZONGULDAK,41,10.25,-6.25,50.25,1.149930555
TAN385-D,TAN385,11,28,ZONGULDAK,41,10.25,0.75,80,3.609696969
TAN386-A,TAN386,12,51,ZONGULDAK,26,8.666666667,3.333333333,81.25,1.949259259
TAN386-B,TAN386,2,51,ZONGULDAK,26,8.666666667,-6.666666667,49,1.581111111
TAN386-C,TAN386,12,51,ZONGULDAK,26,8.666666667,3.333333333,71.66666667,2.05449074
TAN389-A,TAN389,11,28,ZONGULDAK,14,4.666666667,6.333333333,87.09090909,1.227045454
TAN389-B,TAN389,1,28,ZONGULDAK,14,4.666666667,-3.666666667,40,2.75
TAN389-D,TAN389,2,28,ZONGULDAK,14,4.666666667,-2.666666667,19,0.859722222
TAN390-A,TAN390,18,44,ZONGULDAK,25,6.25,11.75,168.6111111,1.707361111
TAN390-B,TAN390,3,44,ZONGULDAK,25,6.25,-3.25,10,1.344166666
TAN390-C,TAN390,1,44,ZONGULDAK,25,6.25,-5.25,3,1.769722222
TAN390-D,TAN390,3,44,ZONGULDAK,25,6.25,-3.25,136.3333333,1.177592592
TAN391-A,TAN391,8,40,ZONGULDAK,13,3.25,4.75,146.125,2.100208333
TAN391-B,TAN391,2,40,ZONGULDAK,13,3.25,-1.25,56.5,3.067638889
TAN391-C,TAN391,1,40,ZONGULDAK,13,3.25,-2.25,37,0.891388888
TAN391-D,TAN391,2,40,ZONGULDAK,13,3.25,-1.25,60,3.594444444
TAN392-A,TAN392,7,47,ZONGULDAK,14,4.666666667,2.333333333,22.71428571,4.790198412
TAN392-B,TAN392,2,47,ZONGULDAK,14,4.666666667,-2.666666667,1,2.613333333
TAN392-C,TAN392,5,47,ZONGULDAK,14,4.666666667,0.333333333,22,1.878055555
TAN395-A,TAN395,5,9,ZONGULDAK,7,2.333333333,2.666666667,17.2,2.494388888
TAN395-C,TAN395,1,9,ZONGULDAK,7,2.333333333,-1.333333333,12,1.083055555
TAN395-E,TAN395,1,9,ZONGULDAK,7,2.333333333,-1.333333333,6,1.968055555
TAN396-A,TAN396,14,35,ZONGULDAK,31,7.75,6.25,145.0714286,1.773988095
TAN396-B,TAN396,9,35,ZONGULDAK,31,7.75,1.25,111.6666667,3.429320987
TAN396-C,TAN396,2,35,ZONGULDAK,31,7.75,-5.75,14,1.595972222
TAN396-D,TAN396,6,35,ZONGULDAK,31,7.75,-1.75,138.5,1.417824074
TAN397-A,TAN397,4,42,ZONGULDAK,7,3.5,0.5,62.5,1.525
TAN397-C,TAN397,3,42,ZONGULDAK,7,3.5,-0.5,51.33333333,2.213425926
TAN398-A,TAN398,8,33,ZONGULDAK,13,6.5,1.5,88.25,2.198645833
TAN398-B,TAN398,5,33,ZONGULDAK,13,6.5,-1.5,56.8,1.432222222
TAN399-A,TAN399,14,19,ZONGULDAK,26,6.5,7.5,76.78571429,2.190297619
TAN399-B,TAN399,6,19,ZONGULDAK,26,6.5,-0.5,33,3.652453703
TAN399-C,TAN399,5,19,ZONGULDAK,26,6.5,-1.5,35.4,2.216277777
TAN399-D,TAN399,1,19,ZONGULDAK,26,6.5,-5.5,18,0.890277777
TAN400-A,TAN400,10,35,ZONGULDAK,21,5.25,4.75,63.1,1.830555555
TAN400-B,TAN400,6,35,ZONGULDAK,21,5.25,0.75,35.5,2.842824073
TAN400-C,TAN400,1,35,ZONGULDAK,21,5.25,-4.25,13,5.417777777
TAN400-D,TAN400,4,35,ZONGULDAK,21,5.25,-1.25,28.75,3.367777777
TAN401-A,TAN401,4,51,ZONGULDAK,13,4.333333333,-0.333333333,146.5,1.586388889
TAN401-E,TAN401,3,51,ZONGULDAK,13,4.333333333,-1.333333333,55,2.986296296
TAN401-F,TAN401,6,51,ZONGULDAK,13,4.333333333,1.666666667,83.16666667,1.971527777
TAN402-A,TAN402,3,22,ZONGULDAK,6,2,1,12.66666667,1.549537037
TAN402-C,TAN402,2,22,ZONGULDAK,6,2,0,15.5,2.795694444
TAN402-D,TAN402,1,22,ZONGULDAK,6,2,-1,7,4.208333333
TAN403-A,TAN403,17,48,ZONGULDAK,32,8,9,86.52941176,3.538562091
TAN403-B,TAN403,10,48,ZONGULDAK,32,8,2,61.6,3.45925
TAN403-C,TAN403,4,48,ZONGULDAK,32,8,-4,19.25,6.891319444
TAN403-D,TAN403,1,48,ZONGULDAK,32,8,-7,16,0.8
TAN405-A,TAN405,1,9,ZONGULDAK,1,1,0,2,0.771666666
TAN407-A,TAN407,13,44,ZONGULDAK,28,9.333333333,3.666666667,101.3076923,1.571987179
TAN407-C,TAN407,14,44,ZONGULDAK,28,9.333333333,4.666666667,53.21428571,2.320119047
TAN407-D,TAN407,1,44,ZONGULDAK,28,9.333333333,-8.333333333,58,2.074166666
TAN408-A,TAN408,13,33,ZONGULDAK,28,9.333333333,3.666666667,92.38461538,2.457393162
TAN408-B,TAN408,11,33,ZONGULDAK,28,9.333333333,1.666666667,76.63636364,2.206363636
TAN408-C,TAN408,4,33,ZONGULDAK,28,9.333333333,-5.333333333,35,1.713541666
TAN409-A,TAN409,6,28,ZONGULDAK,15,5,1,99,1.478842592
TAN409-D,TAN409,6,28,ZONGULDAK,15,5,1,37,2.590972222
TAN409-E,TAN409,3,28,ZONGULDAK,15,5,-2,42.66666667,1.70787037
TAN414-A,TAN414,2,22,ZONGULDAK,2,2,0,1,0.477638889
TAN423-A,TAN423,18,42,ZONGULDAK,29,7.25,10.75,88.27777778,1.857237654
TAN423-B,TAN423,2,42,ZONGULDAK,29,7.25,-5.25,9,3.304444444
TAN423-C,TAN423,5,42,ZONGULDAK,29,7.25,-2.25,45.6,1.562388888
TAN423-D,TAN423,4,42,ZONGULDAK,29,7.25,-3.25,42.75,1.127777778
TAN424-A,TAN424,16,22,ZONGULDAK,32,8,8,103.5,1.869670139
TAN424-B,TAN424,4,22,ZONGULDAK,32,8,-4,75.75,2.557430555
TAN424-C,TAN424,11,22,ZONGULDAK,32,8,3,70.90909091,2.012499999
TAN424-D,TAN424,1,22,ZONGULDAK,32,8,-7,62,0.956944444
TAN425-A,TAN425,12,42,ZONGULDAK,22,5.5,6.5,47.83333333,8.679861111
TAN425-B,TAN425,6,42,ZONGULDAK,22,5.5,0.5,20.33333333,3.959722222
TAN425-C,TAN425,3,42,ZONGULDAK,22,5.5,-2.5,18.33333333,2.135833333
TAN425-D,TAN425,1,42,ZONGULDAK,22,5.5,-4.5,16,2.016944444
TAN427-A,TAN427,20,26,ZONGULDAK,42,8.4,11.6,153.2,1.536694444
TAN427-B,TAN427,5,26,ZONGULDAK,42,8.4,-3.4,38,1.737555555
TAN427-C,TAN427,12,26,ZONGULDAK,42,8.4,3.6,98.58333333,2.208379629
TAN427-D,TAN427,4,26,ZONGULDAK,42,8.4,-4.4,136,2.524236111
TAN427-E,TAN427,1,26,ZONGULDAK,42,8.4,-7.4,140,2.219722222
TAN428-A,TAN428,8,42,ZONGULDAK,26,6.5,1.5,129.875,2.049618055
TAN428-B,TAN428,7,42,ZONGULDAK,26,6.5,0.5,53.42857143,4.421349205
TAN428-C,TAN428,4,42,ZONGULDAK,26,6.5,-2.5,47,4.738402777
TAN428-D,TAN428,7,42,ZONGULDAK,26,6.5,0.5,72.85714286,2.666388888
TAN429-A,TAN429,9,51,ZONGULDAK,11,3.666666667,5.333333333,93.55555556,1.180709876
TAN429-B,TAN429,1,51,ZONGULDAK,11,3.666666667,-2.666666667,54,1.075833333
TAN429-D,TAN429,1,51,ZONGULDAK,11,3.666666667,-2.666666667,46,2.315277777
TAN430-A,TAN430,9,25,ZONGULDAK,17,4.25,4.75,32.11111111,0.924753086
TAN430-B,TAN430,4,25,ZONGULDAK,17,4.25,-0.25,19,2.939305555
TAN430-C,TAN430,2,25,ZONGULDAK,17,4.25,-2.25,2,1.390416666
TAN430-D,TAN430,2,25,ZONGULDAK,17,4.25,-2.25,15,1.798333333
TAN431-A,TAN431,15,27,ZONGULDAK,23,7.666666667,7.333333333,57.33333333,1.732703703
TAN431-B,TAN431,3,27,ZONGULDAK,23,7.666666667,-4.666666667,25.66666667,2.184259259
TAN431-C,TAN431,5,27,ZONGULDAK,23,7.666666667,-2.666666667,41.8,4.793166666
TAN432-A,TAN432,8,28,ZONGULDAK,26,6.5,1.5,116.125,1.557569444
TAN432-B,TAN432,3,28,ZONGULDAK,26,6.5,-3.5,33,3.317129629
TAN432-C,TAN432,10,28,ZONGULDAK,26,6.5,3.5,53,1.551527777
TAN432-D,TAN432,5,28,ZONGULDAK,26,6.5,-1.5,33.6,3.597555555
TAN433-A,TAN433,3,19,ZONGULDAK,6,1.5,1.5,64.33333333,0.52824074
TAN433-B,TAN433,1,19,ZONGULDAK,6,1.5,-0.5,2,1.922777777
TAN433-C,TAN433,1,19,ZONGULDAK,6,1.5,-0.5,30,20.41305556
TAN433-D,TAN433,1,19,ZONGULDAK,6,1.5,-0.5,33,5.825833333
TAN434-A,TAN434,5,40,ZONGULDAK,15,3.75,1.25,36.6,1.607055555
TAN434-B,TAN434,5,40,ZONGULDAK,15,3.75,1.25,18.2,3.613166666
TAN434-C,TAN434,1,40,ZONGULDAK,15,3.75,-2.75,12,2.703055555
TAN434-D,TAN434,4,40,ZONGULDAK,15,3.75,0.25,11,3.024652778
TAN436-A,TAN436,14,27,ZONGULDAK,20,5,9,91.57142857,1.115515873
TAN436-B,TAN436,2,27,ZONGULDAK,20,5,-3,31,3.688611111
TAN436-D,TAN436,1,27,ZONGULDAK,20,5,-4,11,1.431944444
TAN436-E,TAN436,3,27,ZONGULDAK,20,5,-2,50.66666667,2.023703703
TAN437-A,TAN437,3,42,ZONGULDAK,4,2,1,57.66666667,0.677407407
TAN437-E,TAN437,1,42,ZONGULDAK,4,2,-1,32,1.119166666
TAN439-A,TAN439,6,9,ZONGULDAK,14,3.5,2.5,54.5,3.027499999
TAN439-B,TAN439,3,9,ZONGULDAK,14,3.5,-0.5,33,3.688703703
TAN439-C,TAN439,1,9,ZONGULDAK,14,3.5,-2.5,19,2.91
TAN439-D,TAN439,4,9,ZONGULDAK,14,3.5,0.5,14.25,1.678263888
TAN440-A,TAN440,2,25,ZONGULDAK,15,5,-3,25.5,2.922361111
TAN440-C,TAN440,5,25,ZONGULDAK,15,5,0,28,2.334888888
TAN440-D,TAN440,8,25,ZONGULDAK,15,5,3,29,1.876770833
TAN441-A,TAN441,3,18,ZONGULDAK,6,3,0,45.66666667,2.107037037
TAN441-B,TAN441,3,18,ZONGULDAK,6,3,0,25,0.882129629
TAN442-A,TAN442,10,44,ZONGULDAK,26,6.5,3.5,64.4,3.649583333
TAN442-B,TAN442,5,44,ZONGULDAK,26,6.5,-1.5,35.4,6.805666667
TAN442-C,TAN442,5,44,ZONGULDAK,26,6.5,-1.5,24.2,2.645777777
TAN442-D,TAN442,6,44,ZONGULDAK,26,6.5,-0.5,16,3.551342592
TAN444-A,TAN444,6,46,ZONGULDAK,16,4,2,118.5,0.950046296
TAN444-D,TAN444,4,46,ZONGULDAK,16,4,0,131.5,3.293680555
TAN444-E,TAN444,1,46,ZONGULDAK,16,4,-3,25,1.466944444
TAN444-F,TAN444,5,46,ZONGULDAK,16,4,1,28.4,1.905944444
TAN445-A,TAN445,8,38,ZONGULDAK,26,8.666666667,-0.666666667,133.75,2.025312499
TAN445-D,TAN445,11,38,ZONGULDAK,26,8.666666667,2.333333333,66,1.464823232
TAN445-E,TAN445,7,38,ZONGULDAK,26,8.666666667,-1.666666667,70,1.348968253
TAN446-A,TAN446,12,48,ZONGULDAK,19,6.333333333,5.666666667,167.8333333,0.974444444
TAN446-B,TAN446,5,48,ZONGULDAK,19,6.333333333,-1.333333333,84,2.898111111
TAN446-D,TAN446,2,48,ZONGULDAK,19,6.333333333,-4.333333333,65,0.87625
TAN447-A,TAN447,9,40,ZONGULDAK,19,4.75,4.25,157.5555556,1.285833333
TAN447-C,TAN447,4,40,ZONGULDAK,19,4.75,-0.75,50,1.118680555
TAN447-D,TAN447,5,40,ZONGULDAK,19,4.75,0.25,63.8,1.070555555
TAN447-E,TAN447,1,40,ZONGULDAK,19,4.75,-3.75,38,0.745
TAN448-A,TAN448,6,9,ZONGULDAK,10,2.5,3.5,53.66666667,0.993425926
TAN448-B,TAN448,1,9,ZONGULDAK,10,2.5,-1.5,4,5.072222222
TAN448-C,TAN448,2,9,ZONGULDAK,10,2.5,-0.5,52.5,1.929722222
TAN448-D,TAN448,1,9,ZONGULDAK,10,2.5,-1.5,17,1.413611111
TAN450-A,TAN450,7,27,ZONGULDAK,13,3.25,3.75,27.14285714,0.799087301
TAN450-B,TAN450,3,27,ZONGULDAK,13,3.25,-0.25,13,4.517037037
TAN450-C,TAN450,2,27,ZONGULDAK,13,3.25,-1.25,15.5,0.840555555
TAN450-D,TAN450,1,27,ZONGULDAK,13,3.25,-2.25,1,6.862777777
TAN451-1,TAN451,4,19,ZONGULDAK,59,7.375,-3.375,114.75,1.325
TAN451-2,TAN451,6,19,ZONGULDAK,59,7.375,-1.375,114.3333333,1.97324074
TAN451-3,TAN451,14,19,ZONGULDAK,59,7.375,6.625,3739.642857,0.75688492
TAN451-5,TAN451,3,19,ZONGULDAK,59,7.375,-4.375,3445.666667,8.868425926
TAN451-A,TAN451,17,19,ZONGULDAK,59,7.375,9.625,112.1176471,2.96753268
TAN451-B,TAN451,6,19,ZONGULDAK,59,7.375,-1.375,57.66666667,1.94574074
TAN451-C,TAN451,7,19,ZONGULDAK,59,7.375,-0.375,55.14285714,1.090912698
TAN451-E,TAN451,2,19,ZONGULDAK,59,7.375,-5.375,9,2.156666666
TAN452-A,TAN452,14,29,ZONGULDAK,36,9,5,155.5,1.863492063
TAN452-B,TAN452,4,29,ZONGULDAK,36,9,-5,23,3.980625
TAN452-C,TAN452,4,29,ZONGULDAK,36,9,-5,52.5,1.466527778
TAN452-D,TAN452,14,29,ZONGULDAK,36,9,5,105.5714286,2.920079365
TAN453-A,TAN453,8,37,ZONGULDAK,22,5.5,2.5,88.5,1.622013888
TAN453-B,TAN453,1,37,ZONGULDAK,22,5.5,-4.5,6,0.993333333
TAN453-C,TAN453,5,37,ZONGULDAK,22,5.5,-0.5,36,2.002722222
TAN453-D,TAN453,8,37,ZONGULDAK,22,5.5,2.5,55,5.041006945
TAN454-A,TAN454,10,27,ZONGULDAK,21,5.25,4.75,69.2,0.975111111
TAN454-B,TAN454,6,27,ZONGULDAK,21,5.25,0.75,16.66666667,1.302962963
TAN454-C,TAN454,3,27,ZONGULDAK,21,5.25,-2.25,29,1.597222222
TAN454-D,TAN454,2,27,ZONGULDAK,21,5.25,-3.25,46,3.8775
TAN455-A,TAN455,17,42,ZONGULDAK,30,7.5,9.5,220.2941176,1.159656862
TAN455-B,TAN455,6,42,ZONGULDAK,30,7.5,-1.5,94.16666667,2.261805555
TAN455-C,TAN455,4,42,ZONGULDAK,30,7.5,-3.5,90.5,6.306666668
TAN455-D,TAN455,3,42,ZONGULDAK,30,7.5,-4.5,46,1.926296296
TAN456-A,TAN456,6,42,ZONGULDAK,38,9.5,-3.5,120.3333333,0.749722222
TAN456-C,TAN456,20,42,ZONGULDAK,38,9.5,10.5,29.75,2.183805555
TAN456-D,TAN456,3,42,ZONGULDAK,38,9.5,-6.5,3,0.901296296
TAN456-E,TAN456,9,42,ZONGULDAK,38,9.5,-0.5,92.66666667,1.902253086
