Feeder,Inventory,Blackout_count,Age,City,Inventory_Blackout_count,Inventory_Blackout_mean,Diff,Customer_count,Duration
BAA000-18,BAA000,1,3,ANKARA,14,2,-1,4607,0.501944444
BAA000-19,BAA000,2,3,ANKARA,14,2,0,584,0.122083333
BAA000-24,BAA000,2,3,ANKARA,14,2,0,100,0.195694444
BAA000-3,BAA000,3,3,ANKARA,14,2,1,1690,0.37074074
BAA000-4,BAA000,1,3,ANKARA,14,2,-1,100,0.158333333
BAA000-5,BAA000,2,3,ANKARA,14,2,0,3524.5,1.886111111
BAA000-8,BAA000,3,3,ANKARA,14,2,1,306,0.177037037
BAA002-2,BAA002,1,37,ANKARA,4,1,0,976,1.968055555
BAA002-3,BAA002,1,37,ANKARA,4,1,0,825,1.47
BAA002-4,BAA002,1,37,ANKARA,4,1,0,432,0.143333333
BAA002-6,BAA002,1,37,ANKARA,4,1,0,976,1.765
BAA016-1,BAA016,8,61,ANKARA,80,4.705882353,3.294117647,1112.5,0.999749305
BAA016-10,BAA016,5,61,ANKARA,80,4.705882353,0.294117647,2969.2,0.178999999
BAA016-11,BAA016,2,61,ANKARA,80,4.705882353,-2.705882353,5941,0.778194444
BAA016-12,BAA016,3,61,ANKARA,80,4.705882353,-1.705882353,20650,0.014814814
BAA016-19,BAA016,13,61,ANKARA,80,4.705882353,8.294117647,79.53846154,0.296004273
BAA016-21,BAA016,2,61,ANKARA,80,4.705882353,-2.705882353,88.5,0.028333333
BAA016-22,BAA016,7,61,ANKARA,80,4.705882353,2.294117647,45.42857143,0.715055555
BAA016-23,BAA016,5,61,ANKARA,80,4.705882353,0.294117647,742.4,0.091884666
BAA016-25,BAA016,3,61,ANKARA,80,4.705882353,-1.705882353,23,1.703055555
BAA016-26,BAA016,3,61,ANKARA,80,4.705882353,-1.705882353,749.3333333,0.424629629
BAA016-27,BAA016,13,61,ANKARA,80,4.705882353,8.294117647,748.3076923,0.3558547
BAA016-3,BAA016,1,61,ANKARA,80,4.705882353,-3.705882353,3822,0.360833333
BAA016-30,BAA016,5,61,ANKARA,80,4.705882353,0.294117647,203,0.092444444
BAA016-33,BAA016,2,61,ANKARA,80,4.705882353,-2.705882353,2617.5,0.530277778
BAA016-34,BAA016,5,61,ANKARA,80,4.705882353,0.294117647,961.8,1.244111111
BAA016-8,BAA016,1,61,ANKARA,80,4.705882353,-3.705882353,2494,0.189722222
BAA016-9,BAA016,2,61,ANKARA,80,4.705882353,-2.705882353,1178.5,0.048472222
BAA019-1,BAA019,28,13,ANKARA,155,31,-3,2477.142857,0.636071428
BAA019-2,BAA019,7,13,ANKARA,155,31,-24,1781.428571,0.646825396
BAA019-3,BAA019,105,13,ANKARA,155,31,74,219.447619,0.844217082
BAA019-4,BAA019,4,13,ANKARA,155,31,-27,2,0.145833333
BAA019-5,BAA019,11,13,ANKARA,155,31,-20,369.2727273,0.590033333
BAA021-10,BAA021,1,37,ANKARA,156,6.24,-5.24,4408,0.310833333
BAA021-11,BAA021,14,37,ANKARA,156,6.24,7.76,857.0714286,0.400218254
BAA021-17,BAA021,11,37,ANKARA,156,6.24,4.76,11950.81818,0.187651515
BAA021-18,BAA021,5,37,ANKARA,156,6.24,-1.24,2779.8,0.188277778
BAA021-2,BAA021,2,37,ANKARA,156,6.24,-4.24,8345,1.890277777
BAA021-22,BAA021,13,37,ANKARA,156,6.24,6.76,2484.615385,0.470940171
BAA021-30,BAA021,8,37,ANKARA,156,6.24,1.76,3,0.109618055
BAA021-31,BAA021,13,37,ANKARA,156,6.24,6.76,790.9230769,0.294465812
BAA021-36,BAA021,2,37,ANKARA,156,6.24,-4.24,704,0.113611111
BAA021-37,BAA021,8,37,ANKARA,156,6.24,1.76,771,0.156840277
BAA021-38,BAA021,4,37,ANKARA,156,6.24,-2.24,2971,0.442847222
BAA021-39,BAA021,1,37,ANKARA,156,6.24,-5.24,2041,3.283611111
BAA021-43,BAA021,11,37,ANKARA,156,6.24,4.76,4571.636364,0.573086515
BAA021-45,BAA021,13,37,ANKARA,156,6.24,6.76,3135,0.29502735
BAA021-47,BAA021,1,37,ANKARA,156,6.24,-5.24,29447,0.016666666
BAA021-48,BAA021,5,37,ANKARA,156,6.24,-1.24,6434.4,0.566680555
BAA021-5,BAA021,2,37,ANKARA,156,6.24,-4.24,445,0.469722222
BAA021-50,BAA021,2,37,ANKARA,156,6.24,-4.24,528.5,0.294027778
BAA021-51,BAA021,2,37,ANKARA,156,6.24,-4.24,2279,0.063112916
BAA021-53,BAA021,7,37,ANKARA,156,6.24,0.76,2719.857143,0.259206349
BAA021-54,BAA021,1,37,ANKARA,156,6.24,-5.24,673,2.274722222
BAA021-61,BAA021,7,37,ANKARA,156,6.24,0.76,763,0.516666666
BAA021-64,BAA021,5,37,ANKARA,156,6.24,-1.24,1527.4,0.327055555
BAA021-7,BAA021,7,37,ANKARA,156,6.24,0.76,1269.142857,0.96031746
BAA021-8,BAA021,11,37,ANKARA,156,6.24,4.76,4872.818182,0.623282828
BAA023-10,BAA023,8,31,ANKARA,52,6.5,1.5,721,0.214049861
BAA023-3,BAA023,2,31,ANKARA,52,6.5,-4.5,6017.5,0.408055555
BAA023-4,BAA023,1,31,ANKARA,52,6.5,-5.5,5,0.041388888
BAA023-5,BAA023,20,31,ANKARA,52,6.5,13.5,3874.9,0.133418916
BAA023-6,BAA023,16,31,ANKARA,52,6.5,9.5,2705.25,0.17183217
BAA023-7,BAA023,1,31,ANKARA,52,6.5,-5.5,8472,0.081944444
BAA023-8,BAA023,3,31,ANKARA,52,6.5,-3.5,1.666666667,0.148148148
BAA023-9,BAA023,1,31,ANKARA,52,6.5,-5.5,2623,0.012777777
BAA026-13,BAA026,2,56,ANKARA,33,3.3,-1.3,3471.5,0.156388888
BAA026-14,BAA026,6,56,ANKARA,33,3.3,2.7,1096,1.450277777
BAA026-19,BAA026,10,56,ANKARA,33,3.3,6.7,1678,0.318083333
BAA026-21,BAA026,2,56,ANKARA,33,3.3,-1.3,1.5,0.340833333
BAA026-22,BAA026,1,56,ANKARA,33,3.3,-2.3,3714,0.108333333
BAA026-25,BAA026,5,56,ANKARA,33,3.3,1.7,662,0.626277777
BAA026-27,BAA026,1,56,ANKARA,33,3.3,-2.3,4,0.034722222
BAA026-28,BAA026,1,56,ANKARA,33,3.3,-2.3,3714,0.063888888
BAA026-5,BAA026,3,56,ANKARA,33,3.3,-0.3,448.6666667,1.01787037
BAA026-9,BAA026,2,56,ANKARA,33,3.3,-1.3,13116.5,0.765138889
BAA031-1,BAA031,1,47,ANKARA,60,3.75,-2.75,2056,1.256111111
BAA031-10,BAA031,3,47,ANKARA,60,3.75,-0.75,655.3333333,0.765555555
BAA031-11,BAA031,1,47,ANKARA,60,3.75,-2.75,200,0.750277777
BAA031-14,BAA031,9,47,ANKARA,60,3.75,5.25,1651.222222,0.975123456
BAA031-16,BAA031,2,47,ANKARA,60,3.75,-1.75,4319.5,0.092222222
BAA031-17,BAA031,7,47,ANKARA,60,3.75,3.25,1929.714286,0.757261904
BAA031-19,BAA031,14,47,ANKARA,60,3.75,10.25,1770.928571,0.244900793
BAA031-20,BAA031,2,47,ANKARA,60,3.75,-1.75,11279,0.975555556
BAA031-21,BAA031,1,47,ANKARA,60,3.75,-2.75,12296,0.832777777
BAA031-24,BAA031,9,47,ANKARA,60,3.75,5.25,1574,0.42691358
BAA031-27,BAA031,2,47,ANKARA,60,3.75,-1.75,1,3.334861111
BAA031-3,BAA031,2,47,ANKARA,60,3.75,-1.75,47.5,2.153055555
BAA031-5,BAA031,4,47,ANKARA,60,3.75,0.25,4885.5,0.160416666
BAA031-6,BAA031,1,47,ANKARA,60,3.75,-2.75,1183,4.226388888
BAA031-7,BAA031,1,47,ANKARA,60,3.75,-2.75,40085,0.096388888
BAA031-9,BAA031,1,47,ANKARA,60,3.75,-2.75,329,7.615833333
BAA034-1,BAA034,1,35,ANKARA,166,16.6,-15.6,2087,1.615277777
BAA034-10,BAA034,77,35,ANKARA,166,16.6,60.4,2376.402597,0.625128791
BAA034-11,BAA034,60,35,ANKARA,166,16.6,43.4,1342.333333,0.990225259
BAA034-13,BAA034,4,35,ANKARA,166,16.6,-12.6,2135.25,0.761944444
BAA034-14,BAA034,4,35,ANKARA,166,16.6,-12.6,17875.5,0.099305555
BAA034-3,BAA034,3,35,ANKARA,166,16.6,-13.6,4886.666667,1.353518518
BAA034-4,BAA034,4,35,ANKARA,166,16.6,-12.6,1910.75,0.581594444
BAA034-5,BAA034,3,35,ANKARA,166,16.6,-13.6,6819.666667,3.01824074
BAA034-7,BAA034,4,35,ANKARA,166,16.6,-12.6,101,1.558758055
BAA034-9,BAA034,6,35,ANKARA,166,16.6,-10.6,3445.166667,0.911527778
BAA041-1,BAA041,6,32,ANKARA,119,7.933333333,-1.933333333,26592.33333,0.36017537
BAA041-11,BAA041,2,32,ANKARA,119,7.933333333,-5.933333333,69208.5,0.129722222
BAA041-12,BAA041,1,32,ANKARA,119,7.933333333,-6.933333333,86967,0.006111111
BAA041-15,BAA041,15,32,ANKARA,119,7.933333333,7.066666667,8786.933333,0.303620296
BAA041-16,BAA041,19,32,ANKARA,119,7.933333333,11.06666667,7832.421053,0.783289473
BAA041-2,BAA041,4,32,ANKARA,119,7.933333333,-3.933333333,43608.75,1.702082847
BAA041-20,BAA041,7,32,ANKARA,119,7.933333333,-0.933333333,3778,0.803333333
BAA041-22,BAA041,24,32,ANKARA,119,7.933333333,16.06666667,1331.291667,0.734567777
BAA041-28,BAA041,24,32,ANKARA,119,7.933333333,16.06666667,10746.33333,0.111031666
BAA041-3,BAA041,3,32,ANKARA,119,7.933333333,-4.933333333,56273.33333,0.134074073
BAA041-30,BAA041,3,32,ANKARA,119,7.933333333,-4.933333333,1941.333333,1.096759259
BAA041-4,BAA041,1,32,ANKARA,119,7.933333333,-6.933333333,1869,2.701388888
BAA041-7,BAA041,5,32,ANKARA,119,7.933333333,-2.933333333,18619.8,0.527888889
BAA041-8,BAA041,1,32,ANKARA,119,7.933333333,-6.933333333,18642,0.008333333
BAA041-9,BAA041,4,32,ANKARA,119,7.933333333,-3.933333333,24061.5,0.790833333
BAA045-10,BAA045,5,37,ANKARA,79,6.583333333,-1.583333333,43819.2,0.369833333
BAA045-18,BAA045,3,37,ANKARA,79,6.583333333,-3.583333333,26049,0.336111111
BAA045-2,BAA045,7,37,ANKARA,79,6.583333333,0.416666667,14547.85714,0.293185555
BAA045-21,BAA045,16,37,ANKARA,79,6.583333333,9.416666667,13676.375,0.446371527
BAA045-22,BAA045,1,37,ANKARA,79,6.583333333,-5.583333333,117,0.845277777
BAA045-23,BAA045,6,37,ANKARA,79,6.583333333,-0.583333333,6163,0.811574074
BAA045-26,BAA045,3,37,ANKARA,79,6.583333333,-3.583333333,30617,0.346203703
BAA045-3,BAA045,8,37,ANKARA,79,6.583333333,1.416666667,6163.125,0.452569444
BAA045-4,BAA045,15,37,ANKARA,79,6.583333333,8.416666667,7736.2,0.481203703
BAA045-5,BAA045,8,37,ANKARA,79,6.583333333,1.416666667,2088.875,0.433506944
BAA045-6,BAA045,2,37,ANKARA,79,6.583333333,-4.583333333,33496,0.3375
BAA045-8,BAA045,5,37,ANKARA,79,6.583333333,-1.583333333,23752.4,0.438
BAA050-1,BAA050,4,16,ANKARA,485,19.4,-15.4,4569.25,1.195833333
BAA050-10,BAA050,135,16,ANKARA,485,19.4,115.6,1453.318519,1.05152852
BAA050-11,BAA050,14,16,ANKARA,485,19.4,-5.4,554.7142857,0.296984127
BAA050-12,BAA050,7,16,ANKARA,485,19.4,-12.4,2,0.238888889
BAA050-13,BAA050,4,16,ANKARA,485,19.4,-15.4,2963,1.074027778
BAA050-15,BAA050,9,16,ANKARA,485,19.4,-10.4,845.1111111,0.535528086
BAA050-16,BAA050,5,16,ANKARA,485,19.4,-14.4,62,1.182611111
BAA050-17,BAA050,61,16,ANKARA,485,19.4,41.6,2015.918033,0.70752882
BAA050-18,BAA050,10,16,ANKARA,485,19.4,-9.4,8834.2,1.293666666
BAA050-19,BAA050,1,16,ANKARA,485,19.4,-18.4,100,0.676111111
BAA050-2,BAA050,2,16,ANKARA,485,19.4,-17.4,1,1.230555555
BAA050-20,BAA050,9,16,ANKARA,485,19.4,-10.4,7274.333333,1.192839506
BAA050-21,BAA050,3,16,ANKARA,485,19.4,-16.4,10,0.710277777
BAA050-22,BAA050,3,16,ANKARA,485,19.4,-16.4,969.6666667,0.628611111
BAA050-23,BAA050,16,16,ANKARA,485,19.4,-3.4,1,0.733921632
BAA050-24,BAA050,46,16,ANKARA,485,19.4,26.6,3163.478261,0.487285175
BAA050-25,BAA050,5,16,ANKARA,485,19.4,-14.4,1795.8,0.497388888
BAA050-26,BAA050,58,16,ANKARA,485,19.4,38.6,2310.310345,0.50440613
BAA050-27,BAA050,23,16,ANKARA,485,19.4,3.6,2666.782609,0.87321256
BAA050-28,BAA050,1,16,ANKARA,485,19.4,-18.4,7070,0.310277777
BAA050-3,BAA050,33,16,ANKARA,485,19.4,13.6,7024.090909,0.843462718
BAA050-4,BAA050,14,16,ANKARA,485,19.4,-5.4,1793.785714,0.599795635
BAA050-7,BAA050,2,16,ANKARA,485,19.4,-17.4,724.5,1.157616111
BAA050-9,BAA050,19,16,ANKARA,485,19.4,-0.4,132.7368421,0.819429824
BAA050-A,BAA050,1,16,ANKARA,485,19.4,-18.4,1,5.955555555
BAA056-55,BAA056,47,24,ANKARA,132,16.5,30.5,2909.12766,1.802050017
BAA056-56,BAA056,19,24,ANKARA,132,16.5,2.5,8349.578947,0.868216374
BAA056-57,BAA056,1,24,ANKARA,132,16.5,-15.5,12755,0.735833333
BAA056-58,BAA056,28,24,ANKARA,132,16.5,11.5,11248.75,1.840926508
BAA056-59,BAA056,25,24,ANKARA,132,16.5,8.5,6607.6,1.263233333
BAA056-60,BAA056,7,24,ANKARA,132,16.5,-9.5,100.4285714,2.050555555
BAA056-61,BAA056,3,24,ANKARA,132,16.5,-13.5,100,1.721388889
BAA056-62,BAA056,2,24,ANKARA,132,16.5,-14.5,11566,0.713472222
BAA058-1,BAA058,6,31,ANKARA,56,14,-8,15501,0.169768518
BAA058-2,BAA058,1,31,ANKARA,56,14,-13,3632,1.58
BAA058-3,BAA058,5,31,ANKARA,56,14,-9,3,0.649944444
BAA058-4,BAA058,44,31,ANKARA,56,14,30,2222.363636,0.640424463
BAA116-10,BAA116,18,16,ANKARA,40,4.444444444,13.55555556,522.7777778,1.169319799
BAA116-11,BAA116,4,16,ANKARA,40,4.444444444,-0.444444444,13740.25,0.136458333
BAA116-12,BAA116,3,16,ANKARA,40,4.444444444,-1.444444444,151.6666667,1.063518518
BAA116-2,BAA116,6,16,ANKARA,40,4.444444444,1.555555556,725.1666667,0.65824074
BAA116-3,BAA116,3,16,ANKARA,40,4.444444444,-1.444444444,23634,0.151388888
BAA116-4,BAA116,1,16,ANKARA,40,4.444444444,-3.444444444,41174,0.451111111
BAA116-6,BAA116,1,16,ANKARA,40,4.444444444,-3.444444444,8187,4.7625
BAA116-7,BAA116,1,16,ANKARA,40,4.444444444,-3.444444444,17861,4.0075
BAA116-K,BAA116,3,16,ANKARA,40,4.444444444,-1.444444444,6,0.445462962
BAA122-1,BAA122,5,9,ANKARA,6,3,2,1713.8,0.634888888
BAA122-K,BAA122,1,9,ANKARA,6,3,-2,3,0.473888888
BAA126-1,BAA126,2,3,ANKARA,2,2,0,6.5,0.49375
BAA130-1,BAA130,2,53,ANKARA,77,6.416666667,-4.416666667,1008,0.675833333
BAA130-10,BAA130,25,53,ANKARA,77,6.416666667,18.58333333,773.28,0.463876366
BAA130-12,BAA130,3,53,ANKARA,77,6.416666667,-3.416666667,207,2.176018518
BAA130-13,BAA130,3,53,ANKARA,77,6.416666667,-3.416666667,939,1.240925926
BAA130-14,BAA130,16,53,ANKARA,77,6.416666667,9.583333333,612.5625,0.175193333
BAA130-18,BAA130,9,53,ANKARA,77,6.416666667,2.583333333,1867,0.419567901
BAA130-19,BAA130,2,53,ANKARA,77,6.416666667,-4.416666667,1861,0.471527777
BAA130-2,BAA130,1,53,ANKARA,77,6.416666667,-5.416666667,3493,0.036944444
BAA130-3,BAA130,9,53,ANKARA,77,6.416666667,2.583333333,1136.111111,0.612491296
BAA130-5,BAA130,4,53,ANKARA,77,6.416666667,-2.416666667,1101.75,0.992708333
BAA130-6,BAA130,2,53,ANKARA,77,6.416666667,-4.416666667,7040,1.010416667
BAA130-8,BAA130,1,53,ANKARA,77,6.416666667,-5.416666667,1025,0.166111111
BAA131-1,BAA131,1,9,ANKARA,26,3.25,-2.25,56,0.0125
BAA131-10,BAA131,1,9,ANKARA,26,3.25,-2.25,349,0.601666666
BAA131-3,BAA131,7,9,ANKARA,26,3.25,3.75,1862.142857,1.014365079
BAA131-4,BAA131,3,9,ANKARA,26,3.25,-0.25,2022.333333,0.610084259
BAA131-5,BAA131,5,9,ANKARA,26,3.25,1.75,54.8,0.610944444
BAA131-6,BAA131,3,9,ANKARA,26,3.25,-0.25,97.66666667,1.220555555
BAA131-8,BAA131,1,9,ANKARA,26,3.25,-2.25,371,0.087290555
BAA131-9,BAA131,5,9,ANKARA,26,3.25,1.75,260.6,0.833333333
BAA134-10,BAA134,3,9,ANKARA,47,5.222222222,-2.222222222,1683.333333,1.063333333
BAA134-11,BAA134,2,9,ANKARA,47,5.222222222,-3.222222222,11738,1.120277778
BAA134-13,BAA134,19,9,ANKARA,47,5.222222222,13.77777778,138.6315789,0.761885964
BAA134-14,BAA134,7,9,ANKARA,47,5.222222222,1.777777778,6325.428571,0.169563492
BAA134-2,BAA134,3,9,ANKARA,47,5.222222222,-2.222222222,6987.333333,0.483748055
BAA134-20,BAA134,3,9,ANKARA,47,5.222222222,-2.222222222,5.333333333,2.688148148
BAA134-8,BAA134,7,9,ANKARA,47,5.222222222,1.777777778,6296.285714,0.455595238
BAA134-9,BAA134,1,9,ANKARA,47,5.222222222,-4.222222222,263,0.713333333
BAA134-B,BAA134,2,9,ANKARA,47,5.222222222,-3.222222222,4,1.708472222
BAA135-1,BAA135,10,21,ANKARA,44,3.666666667,6.333333333,6954.4,0.40579925
BAA135-10,BAA135,6,21,ANKARA,44,3.666666667,2.333333333,262.5,0.624907407
BAA135-11,BAA135,5,21,ANKARA,44,3.666666667,1.333333333,5346.8,0.512444444
BAA135-12,BAA135,2,21,ANKARA,44,3.666666667,-1.666666667,262.5,0.439632778
BAA135-2,BAA135,1,21,ANKARA,44,3.666666667,-2.666666667,100,0.008333333
BAA135-3,BAA135,6,21,ANKARA,44,3.666666667,2.333333333,3931.833333,0.22737037
BAA135-4,BAA135,8,21,ANKARA,44,3.666666667,4.333333333,274.75,0.561742326
BAA135-5,BAA135,1,21,ANKARA,44,3.666666667,-2.666666667,9247,1.893333333
BAA135-6,BAA135,1,21,ANKARA,44,3.666666667,-2.666666667,312,0.4825
BAA135-9,BAA135,2,21,ANKARA,44,3.666666667,-1.666666667,13160.5,0.082222222
BAA135-A,BAA135,1,21,ANKARA,44,3.666666667,-2.666666667,140,0.590277777
BAA135-G,BAA135,1,21,ANKARA,44,3.666666667,-2.666666667,1,0.407777777
BAA136-11,BAA136,1,2,ANKARA,70,4.666666667,-3.666666667,28437,1.621111111
BAA136-16,BAA136,1,2,ANKARA,70,4.666666667,-3.666666667,3604,0.144722222
BAA136-18,BAA136,5,2,ANKARA,70,4.666666667,0.333333333,2865.4,0.303944444
BAA136-19,BAA136,1,2,ANKARA,70,4.666666667,-3.666666667,14667,1.323333333
BAA136-20,BAA136,2,2,ANKARA,70,4.666666667,-2.666666667,694,0.331388888
BAA136-29,BAA136,3,2,ANKARA,70,4.666666667,-1.666666667,100,0.949814815
BAA136-30,BAA136,10,2,ANKARA,70,4.666666667,5.333333333,7163.5,0.942
BAA136-37,BAA136,1,2,ANKARA,70,4.666666667,-3.666666667,1867,0.0666175
BAA136-38,BAA136,2,2,ANKARA,70,4.666666667,-2.666666667,9909,0.031111111
BAA136-40,BAA136,13,2,ANKARA,70,4.666666667,8.333333333,3430.846154,0.610235042
BAA136-5,BAA136,20,2,ANKARA,70,4.666666667,15.33333333,3939.9,0.322625
BAA136-6,BAA136,3,2,ANKARA,70,4.666666667,-1.666666667,3451.333333,1.142129629
BAA136-7,BAA136,1,2,ANKARA,70,4.666666667,-3.666666667,2369,0.421111111
BAA136-8,BAA136,5,2,ANKARA,70,4.666666667,0.333333333,26503.4,0.556333333
BAA136-9,BAA136,2,2,ANKARA,70,4.666666667,-2.666666667,10355,0.38375
BAA137-15,BAA137,3,13,ANKARA,89,8.9,-5.9,1801,1.30999074
BAA137-16,BAA137,42,13,ANKARA,89,8.9,33.1,757.2380952,0.764755291
BAA137-17,BAA137,16,13,ANKARA,89,8.9,7.1,1473.125,1.182083073
BAA137-2,BAA137,1,13,ANKARA,89,8.9,-7.9,1394,2.560555555
BAA137-26,BAA137,2,13,ANKARA,89,8.9,-6.9,766,0.656388889
BAA137-3,BAA137,1,13,ANKARA,89,8.9,-7.9,13018,2.021388888
BAA137-4,BAA137,7,13,ANKARA,89,8.9,-1.9,19136.42857,0.73515873
BAA137-6,BAA137,1,13,ANKARA,89,8.9,-7.9,6534,6.365833333
BAA137-8,BAA137,3,13,ANKARA,89,8.9,-5.9,5366,0.138981481
BAA137-9,BAA137,13,13,ANKARA,89,8.9,4.1,7149.615385,0.990491453
BAA142-1,BAA142,83,45,ANKARA,240,12,71,1132.674699,0.612074872
BAA142-11,BAA142,2,45,ANKARA,240,12,-10,1576.5,0.238333333
BAA142-16,BAA142,14,45,ANKARA,240,12,2,7842.857143,0.523551587
BAA142-17,BAA142,28,45,ANKARA,240,12,16,10377.42857,0.441712559
BAA142-18,BAA142,1,45,ANKARA,240,12,-11,369,0.258333333
BAA142-19,BAA142,8,45,ANKARA,240,12,-4,25.75,0.591076389
BAA142-20,BAA142,1,45,ANKARA,240,12,-11,20008,1.056111111
BAA142-21,BAA142,1,45,ANKARA,240,12,-11,20545,0.076388888
BAA142-22,BAA142,13,45,ANKARA,240,12,1,7794.615385,0.664487179
BAA142-23,BAA142,3,45,ANKARA,240,12,-9,31739,0.859629629
BAA142-24,BAA142,4,45,ANKARA,240,12,-8,1172.5,0.329861111
BAA142-25,BAA142,5,45,ANKARA,240,12,-7,9156.4,0.1185
BAA142-26,BAA142,35,45,ANKARA,240,12,23,3581.857143,0.721246396
BAA142-27,BAA142,1,45,ANKARA,240,12,-11,37,1.82
BAA142-3,BAA142,1,45,ANKARA,240,12,-11,248,1.630555555
BAA142-4,BAA142,6,45,ANKARA,240,12,-6,65,0.513703703
BAA142-5,BAA142,10,45,ANKARA,240,12,-2,117.6,0.909361111
BAA142-6,BAA142,7,45,ANKARA,240,12,-5,61.28571429,0.516547619
BAA142-A,BAA142,3,45,ANKARA,240,12,-9,67,2.775833333
BAA142-D,BAA142,14,45,ANKARA,240,12,2,81.28571429,3.378115079
BAA144-10,BAA144,30,11,ANKARA,174,10.23529412,19.76470588,338.1666667,0.810527777
BAA144-11,BAA144,7,11,ANKARA,174,10.23529412,-3.235294118,176,2.511031745
BAA144-16,BAA144,15,11,ANKARA,174,10.23529412,4.764705882,211.4666667,0.73654324
BAA144-17,BAA144,7,11,ANKARA,174,10.23529412,-3.235294118,88.85714286,0.560013492
BAA144-18,BAA144,3,11,ANKARA,174,10.23529412,-7.235294118,7659.666667,4.243148148
BAA144-2,BAA144,4,11,ANKARA,174,10.23529412,-6.235294118,100,0.572430555
BAA144-20,BAA144,5,11,ANKARA,174,10.23529412,-5.235294118,7613.4,1.116333333
BAA144-21,BAA144,4,11,ANKARA,174,10.23529412,-6.235294118,1911,0.763611111
BAA144-22,BAA144,1,11,ANKARA,174,10.23529412,-9.235294118,422,4.329444444
BAA144-23,BAA144,8,11,ANKARA,174,10.23529412,-2.235294118,6600.875,2.371805555
BAA144-26,BAA144,10,11,ANKARA,174,10.23529412,-0.235294118,21.8,1.52525
BAA144-27,BAA144,4,11,ANKARA,174,10.23529412,-6.235294118,100,1.179791666
BAA144-28,BAA144,19,11,ANKARA,174,10.23529412,8.764705882,260.3157895,0.55989766
BAA144-3,BAA144,33,11,ANKARA,174,10.23529412,22.76470588,658.3030303,0.927239057
BAA144-4,BAA144,8,11,ANKARA,174,10.23529412,-2.235294118,146,1.250069444
BAA144-6,BAA144,7,11,ANKARA,174,10.23529412,-3.235294118,11979.42857,2.296230158
BAA144-8,BAA144,9,11,ANKARA,174,10.23529412,-1.235294118,16423.44444,0.405244228
BAA146-1,BAA146,3,56,ANKARA,253,16.86666667,-13.86666667,1842,0.097372777
BAA146-10,BAA146,50,56,ANKARA,253,16.86666667,33.13333333,2858.54,0.703545511
BAA146-11,BAA146,8,56,ANKARA,253,16.86666667,-8.866666667,7375.125,0.367709479
BAA146-12,BAA146,13,56,ANKARA,253,16.86666667,-3.866666667,727.7692308,0.3826747
BAA146-14,BAA146,39,56,ANKARA,253,16.86666667,22.13333333,4267.641026,0.399282343
BAA146-15,BAA146,1,56,ANKARA,253,16.86666667,-15.86666667,898,0.070277777
BAA146-17,BAA146,5,56,ANKARA,253,16.86666667,-11.86666667,1344.6,0.705444444
BAA146-18,BAA146,15,56,ANKARA,253,16.86666667,-1.866666667,834.6666667,1.664148148
BAA146-2,BAA146,5,56,ANKARA,253,16.86666667,-11.86666667,369,0.335444444
BAA146-22,BAA146,7,56,ANKARA,253,16.86666667,-9.866666667,10277.71429,0.307222222
BAA146-3,BAA146,6,56,ANKARA,253,16.86666667,-10.86666667,1314.833333,0.460152129
BAA146-4,BAA146,62,56,ANKARA,253,16.86666667,45.13333333,1513.193548,0.182785528
BAA146-6,BAA146,3,56,ANKARA,253,16.86666667,-13.86666667,1815,0.508981481
BAA146-7,BAA146,2,56,ANKARA,253,16.86666667,-14.86666667,2534,2.662083333
BAA146-9,BAA146,34,56,ANKARA,253,16.86666667,17.13333333,869.5,0.608508872
BAA147-12,BAA147,2,10,ANKARA,45,6.428571429,-4.428571429,778.5,0.245694444
BAA147-2,BAA147,6,10,ANKARA,45,6.428571429,-0.428571429,1594.333333,0.184537037
BAA147-3,BAA147,14,10,ANKARA,45,6.428571429,7.571428571,7713.142857,0.717420634
BAA147-4,BAA147,7,10,ANKARA,45,6.428571429,0.571428571,2721.857143,0.180357142
BAA147-7,BAA147,3,10,ANKARA,45,6.428571429,-3.428571429,42829,0.71824074
BAA147-8,BAA147,6,10,ANKARA,45,6.428571429,-0.428571429,5046,0.213425926
BAA147-9,BAA147,7,10,ANKARA,45,6.428571429,0.571428571,10170.57143,0.469603174
BAA148-1,BAA148,1,49,ANKARA,55,3.4375,-2.4375,5818,3.892777777
BAA148-10,BAA148,5,49,ANKARA,55,3.4375,1.5625,14288,0.662722222
BAA148-11,BAA148,1,49,ANKARA,55,3.4375,-2.4375,2529,0.053055555
BAA148-12,BAA148,4,49,ANKARA,55,3.4375,0.5625,4960,1.862291666
BAA148-16,BAA148,11,49,ANKARA,55,3.4375,7.5625,8707.272727,0.479015151
BAA148-18,BAA148,1,49,ANKARA,55,3.4375,-2.4375,12648,0.006944444
BAA148-23,BAA148,1,49,ANKARA,55,3.4375,-2.4375,12684,0.005277777
BAA148-24,BAA148,5,49,ANKARA,55,3.4375,1.5625,730.6,2.522944444
BAA148-26,BAA148,1,49,ANKARA,55,3.4375,-2.4375,15008,0.340555555
BAA148-28,BAA148,1,49,ANKARA,55,3.4375,-2.4375,43620,0.006944444
BAA148-3,BAA148,5,49,ANKARA,55,3.4375,1.5625,194,0.779443611
BAA148-30,BAA148,5,49,ANKARA,55,3.4375,1.5625,534,1.484166666
BAA148-32,BAA148,2,49,ANKARA,55,3.4375,-1.4375,28971,0.776111111
